distretto,mese,giorno,ora,veicolo,genere,età,esito
7,9,10,0,Motocicleta,M,48,Ferit lleu
2,9,10,0,Motocicleta,M,23,Ferit lleu
10,9,10,0,Motocicleta,M,29,Ferit lleu
2,9,11,0,Motocicleta,M,20,Ferit lleu
2,9,11,0,Motocicleta,M,42,Ferit lleu
1,9,11,0,Motocicleta,M,37,Ferit lleu
5,9,12,0,Motocicleta,F,29,Ferit lleu
5,9,13,0,Motocicleta,M,33,Ferit lleu
2,9,13,0,Motocicleta,M,32,Ferit lleu
1,9,13,0,Motocicleta,M,25,Ferit lleu
7,9,13,0,Motocicleta,M,23,Ferit lleu
9,9,13,0,Motocicleta,M,32,Ferit lleu
6,9,13,0,Motocicleta,F,42,Ferit lleu
5,9,14,0,Motocicleta,M,25,Ferit lleu
10,9,14,0,Motocicleta,M,28,Ferit lleu
2,9,14,0,Motocicleta,M,36,Ferit lleu
7,9,14,0,Motocicleta,M,47,Ferit lleu
7,9,14,0,Motocicleta,F,34,Ferit lleu
2,9,14,0,Motocicleta,M,57,Ferit lleu
9,9,14,0,Motocicleta,M,39,Ferit lleu
2,9,14,0,Motocicleta,M,34,Ferit lleu
9,9,15,0,Motocicleta,M,45,Ferit lleu
8,9,15,0,Motocicleta,M,30,Ferit lleu
2,9,15,0,Motocicleta,M,29,Ferit lleu
9,9,15,0,Motocicleta,F,34,Ferit lleu
2,9,15,0,Motocicleta,M,27,Ferit lleu
3,9,15,0,Motocicleta,M,45,Ferit lleu
5,9,15,0,Motocicleta,F,23,Ferit lleu
5,9,15,0,Motocicleta,M,21,Ferit lleu
7,9,16,0,Motocicleta,M,36,Ferit lleu
2,9,16,0,Motocicleta,M,54,Ferit lleu
5,9,16,0,Motocicleta,M,35,Ferit lleu
7,9,17,0,Motocicleta,M,28,Ferit lleu
2,9,17,0,Motocicleta,M,48,Ferit lleu
7,9,19,0,Motocicleta,M,33,Ferit lleu
3,9,20,0,Motocicleta,M,33,Ferit lleu
2,9,20,0,Motocicleta,M,31,Ferit lleu
2,9,20,0,Motocicleta,M,27,Ferit lleu
2,9,20,0,Motocicleta,M,34,Ferit lleu
5,9,20,0,Motocicleta,M,47,Ferit lleu
2,9,20,0,Motocicleta,M,41,Ferit lleu
7,9,20,0,Motocicleta,M,31,Ferit lleu
3,9,21,0,Motocicleta,M,31,Ferit lleu
7,9,21,0,Motocicleta,M,59,Ferit lleu
5,9,21,0,Motocicleta,M,52,Ferit lleu
6,9,21,0,Motocicleta,M,27,Ferit lleu
2,9,21,0,Motocicleta,M,23,Ferit lleu
8,9,21,0,Motocicleta,M,41,Ferit lleu
5,9,21,0,Motocicleta,M,46,Ferit lleu
4,9,21,0,Motocicleta,F,40,Ferit lleu
2,9,22,0,Motocicleta,M,56,Ferit lleu
10,9,22,0,Motocicleta,M,37,Ferit lleu
2,9,22,0,Motocicleta,F,41,Ferit lleu
7,9,22,0,Motocicleta,M,27,Ferit lleu
5,9,22,0,Motocicleta,M,30,Ferit lleu
6,9,22,0,Motocicleta,M,49,Ferit lleu
7,9,22,0,Motocicleta,M,49,Ferit lleu
5,9,22,0,Motocicleta,M,23,Ferit lleu
10,9,22,0,Motocicleta,M,19,Ferit lleu
10,9,22,0,Motocicleta,M,32,Ferit lleu
7,9,22,0,Motocicleta,M,25,Ferit lleu
2,9,23,0,Motocicleta,M,39,Ferit lleu
6,9,23,0,Motocicleta,M,30,Ferit lleu
7,9,23,0,Motocicleta,M,32,Ferit lleu
6,9,23,0,Motocicleta,F,22,Ferit lleu
3,9,24,0,Motocicleta,M,45,Ferit lleu
2,9,24,0,Motocicleta,M,38,Ferit lleu
3,9,24,0,Motocicleta,M,34,Ferit lleu
2,9,25,0,Motocicleta,M,42,Ferit lleu
5,9,25,0,Motocicleta,F,45,Ferit lleu
3,9,25,0,Motocicleta,M,23,Ferit lleu
2,9,25,0,Motocicleta,M,47,Ferit lleu
2,9,25,0,Motocicleta,F,32,Ferit lleu
2,9,26,0,Motocicleta,M,31,Ferit lleu
2,9,26,0,Motocicleta,M,45,Ferit lleu
2,9,26,0,Motocicleta,M,31,Ferit lleu
3,9,26,0,Motocicleta,M,32,Ferit lleu
8,9,27,0,Motocicleta,M,48,Ferit lleu
2,9,27,0,Motocicleta,M,28,Ferit lleu
2,9,28,0,Motocicleta,F,38,Ferit lleu
3,9,27,0,Motocicleta,M,56,Ferit lleu
9,9,28,0,Motocicleta,M,Desconegut,Ferit lleu
6,9,28,0,Motocicleta,M,61,Ferit lleu
9,9,28,0,Motocicleta,M,25,Ferit lleu
8,9,28,0,Motocicleta,M,32,Ferit lleu
10,9,27,0,Motocicleta,M,31,Ferit lleu
4,9,27,0,Motocicleta,F,36,Ferit lleu
1,9,28,0,Motocicleta,M,40,Ferit lleu
5,9,29,0,Motocicleta,M,53,Ferit lleu
5,9,29,0,Motocicleta,M,34,Ferit lleu
5,9,29,0,Motocicleta,F,32,Ferit lleu
2,9,29,0,Motocicleta,M,49,Ferit lleu
5,9,29,0,Motocicleta,F,51,Ferit lleu
2,9,29,0,Motocicleta,M,35,Ferit lleu
2,9,29,0,Motocicleta,M,41,Ferit lleu
8,9,29,0,Motocicleta,M,34,Ferit lleu
2,9,30,0,Motocicleta,F,35,Ferit lleu
2,9,30,0,Motocicleta,M,61,Ferit lleu
5,9,30,0,Motocicleta,F,34,Ferit lleu
9,9,30,0,Motocicleta,M,39,Ferit lleu
2,9,30,0,Motocicleta,F,30,Ferit lleu
1,9,30,0,Motocicleta,M,50,Ferit lleu
2,10,1,0,Motocicleta,M,43,Ferit lleu
3,10,1,0,Motocicleta,M,40,Ferit lleu
10,10,1,0,Motocicleta,F,41,Ferit lleu
7,10,1,0,Motocicleta,M,47,Ferit lleu
10,10,1,0,Motocicleta,M,30,Ferit lleu
4,10,1,0,Motocicleta,M,31,Ferit lleu
2,10,1,0,Motocicleta,F,40,Ferit lleu
9,10,1,0,Motocicleta,M,23,Ferit lleu
8,10,1,0,Motocicleta,M,27,Ferit lleu
2,10,2,0,Motocicleta,M,33,Ferit lleu
9,10,2,0,Motocicleta,M,32,Ferit lleu
2,10,2,0,Motocicleta,M,34,Ferit lleu
5,10,2,0,Motocicleta,M,23,Ferit lleu
3,10,2,0,Motocicleta,M,22,Ferit lleu
2,10,2,0,Motocicleta,M,31,Ferit lleu
7,10,2,0,Motocicleta,M,48,Ferit lleu
10,10,3,0,Motocicleta,M,42,Ferit lleu
3,10,4,0,Motocicleta,M,29,Ferit lleu
2,10,4,0,Motocicleta,M,54,Ferit lleu
10,10,4,0,Motocicleta,M,44,Ferit lleu
2,10,4,0,Motocicleta,M,46,Ferit lleu
9,10,4,0,Motocicleta,M,21,Ferit lleu
10,10,4,0,Motocicleta,M,38,Ferit lleu
2,10,4,0,Motocicleta,F,23,Ferit lleu
8,10,5,0,Motocicleta,M,25,Ferit lleu
6,10,5,0,Motocicleta,M,55,Ferit lleu
3,10,5,0,Motocicleta,M,28,Ferit lleu
5,10,5,0,Motocicleta,M,41,Ferit lleu
10,10,5,0,Motocicleta,M,24,Ferit lleu
2,10,5,0,Motocicleta,M,26,Ferit lleu
10,10,5,0,Motocicleta,M,58,Ferit lleu
6,10,5,0,Motocicleta,M,39,Ferit lleu
3,10,5,0,Motocicleta,M,38,Ferit lleu
2,10,5,0,Motocicleta,M,42,Ferit lleu
7,10,6,0,Motocicleta,M,46,Ferit lleu
2,10,6,0,Motocicleta,F,45,Ferit lleu
5,10,6,0,Motocicleta,M,60,Ferit lleu
6,10,6,0,Motocicleta,F,47,Ferit lleu
9,10,6,0,Motocicleta,F,25,Ferit lleu
5,10,6,0,Motocicleta,M,20,Ferit lleu
5,10,6,0,Motocicleta,M,25,Ferit lleu
5,10,6,0,Motocicleta,M,44,Ferit lleu
7,10,6,0,Motocicleta,M,38,Ferit lleu
4,10,6,0,Motocicleta,F,43,Ferit lleu
2,10,7,0,Motocicleta,M,17,Ferit lleu
2,10,7,0,Motocicleta,M,20,Ferit lleu
4,10,7,0,Motocicleta,M,42,Ferit lleu
2,10,7,0,Motocicleta,M,31,Ferit lleu
7,10,7,0,Motocicleta,M,37,Ferit lleu
8,10,7,0,Motocicleta,M,27,Ferit lleu
3,10,8,0,Motocicleta,M,60,Ferit lleu
3,10,8,0,Motocicleta,M,30,Ferit lleu
2,10,8,0,Motocicleta,M,51,Ferit lleu
2,10,8,0,Motocicleta,M,54,Ferit lleu
5,10,8,0,Motocicleta,F,18,Ferit lleu
2,10,8,0,Motocicleta,M,62,Ferit lleu
4,10,8,0,Motocicleta,M,36,Ferit lleu
5,10,8,0,Motocicleta,M,22,Ferit lleu
5,10,8,0,Motocicleta,M,29,Ferit lleu
9,10,9,0,Motocicleta,M,41,Ferit lleu
10,10,10,0,Motocicleta,M,32,Ferit lleu
3,10,11,0,Motocicleta,F,25,Ferit lleu
5,10,11,0,Motocicleta,M,19,Ferit lleu
5,10,11,0,Motocicleta,M,35,Ferit lleu
4,10,11,0,Motocicleta,F,44,Ferit lleu
6,10,1,0,Motocicleta,F,43,Ferit lleu
5,10,11,0,Motocicleta,M,33,Ferit lleu
2,10,12,0,Motocicleta,M,30,Ferit lleu
5,10,13,0,Motocicleta,M,22,Ferit lleu
2,10,13,0,Motocicleta,M,61,Ferit lleu
4,10,13,0,Motocicleta,M,29,Ferit lleu
8,10,13,0,Motocicleta,M,42,Ferit lleu
2,10,14,0,Motocicleta,M,29,Ferit lleu
7,10,14,0,Motocicleta,M,35,Ferit lleu
9,10,14,0,Motocicleta,M,56,Ferit lleu
6,10,14,0,Motocicleta,M,42,Ferit lleu
2,10,14,0,Motocicleta,F,19,Ferit lleu
1,10,15,0,Motocicleta,M,25,Ferit lleu
3,10,15,0,Motocicleta,M,26,Ferit lleu
10,10,15,0,Motocicleta,M,35,Ferit lleu
7,10,15,0,Motocicleta,M,22,Ferit lleu
4,10,15,0,Motocicleta,M,26,Ferit lleu
2,10,16,0,Motocicleta,M,49,Ferit lleu
10,10,16,0,Motocicleta,M,20,Ferit lleu
2,10,16,0,Motocicleta,M,29,Ferit lleu
3,10,16,0,Motocicleta,M,48,Ferit lleu
7,10,16,0,Motocicleta,M,26,Ferit lleu
4,10,16,0,Motocicleta,F,24,Ferit lleu
2,10,16,0,Motocicleta,M,33,Ferit lleu
10,10,17,0,Motocicleta,F,26,Ferit lleu
3,10,18,0,Motocicleta,M,31,Ferit lleu
4,10,18,0,Motocicleta,M,20,Ferit lleu
2,10,18,0,Motocicleta,M,48,Ferit lleu
4,10,18,0,Motocicleta,M,34,Ferit lleu
6,10,18,0,Motocicleta,F,33,Ferit lleu
10,10,18,0,Motocicleta,M,34,Ferit lleu
9,10,19,0,Motocicleta,M,36,Ferit lleu
2,10,19,0,Motocicleta,M,40,Ferit lleu
4,10,19,0,Motocicleta,M,44,Ferit lleu
2,10,19,0,Motocicleta,M,27,Ferit lleu
2,10,19,0,Motocicleta,F,26,Ferit lleu
5,10,19,0,Motocicleta,M,41,Ferit lleu
10,10,19,0,Motocicleta,M,28,Ferit lleu
2,10,20,0,Motocicleta,M,27,Ferit lleu
10,10,20,0,Motocicleta,M,42,Ferit lleu
2,10,20,0,Motocicleta,M,20,Ferit lleu
7,10,20,0,Motocicleta,M,29,Ferit lleu
2,10,20,0,Motocicleta,M,46,Ferit lleu
6,10,20,0,Motocicleta,M,25,Ferit lleu
9,10,20,0,Motocicleta,M,40,Ferit lleu
2,10,20,0,Motocicleta,M,30,Ferit lleu
4,10,21,0,Motocicleta,M,43,Ferit lleu
5,10,21,0,Motocicleta,M,41,Ferit lleu
6,10,21,0,Motocicleta,M,24,Ferit lleu
2,10,21,0,Motocicleta,F,52,Ferit lleu
9,10,21,0,Motocicleta,M,48,Ferit lleu
2,10,22,0,Motocicleta,F,19,Ferit lleu
8,10,22,0,Motocicleta,M,22,Ferit lleu
4,10,22,0,Motocicleta,M,42,Ferit lleu
10,10,22,0,Motocicleta,M,41,Ferit lleu
5,10,22,0,Motocicleta,M,37,Ferit lleu
7,10,22,0,Motocicleta,M,33,Ferit lleu
10,10,22,0,Motocicleta,M,30,Ferit lleu
2,10,22,0,Motocicleta,M,40,Ferit lleu
9,10,22,0,Motocicleta,F,39,Ferit lleu
10,10,23,0,Motocicleta,M,46,Ferit lleu
2,10,23,0,Motocicleta,M,33,Ferit lleu
2,10,23,0,Motocicleta,M,49,Ferit lleu
2,10,24,0,Motocicleta,M,58,Ferit lleu
10,10,25,0,Motocicleta,M,33,Ferit lleu
6,10,25,0,Motocicleta,M,68,Ferit lleu
4,10,25,0,Motocicleta,M,36,Ferit lleu
5,10,25,0,Motocicleta,M,52,Ferit lleu
3,10,25,0,Motocicleta,M,44,Ferit lleu
6,10,25,0,Motocicleta,M,35,Ferit lleu
7,10,25,0,Motocicleta,M,32,Ferit lleu
9,10,25,0,Motocicleta,M,43,Ferit lleu
2,10,26,0,Motocicleta,M,58,Ferit lleu
2,10,26,0,Motocicleta,M,27,Ferit lleu
2,10,26,0,Motocicleta,M,26,Ferit lleu
2,10,26,0,Motocicleta,F,20,Ferit lleu
5,10,26,0,Motocicleta,F,39,Ferit lleu
2,10,26,0,Motocicleta,F,43,Ferit lleu
2,10,26,0,Motocicleta,M,19,Ferit lleu
2,10,26,0,Motocicleta,F,36,Ferit lleu
2,10,26,0,Motocicleta,M,41,Ferit lleu
6,10,26,0,Motocicleta,M,32,Ferit lleu
2,10,27,0,Motocicleta,M,57,Ferit lleu
10,10,27,0,Motocicleta,M,42,Ferit lleu
8,10,27,0,Motocicleta,M,44,Ferit lleu
2,10,27,0,Motocicleta,M,39,Ferit lleu
3,10,27,0,Motocicleta,M,45,Ferit lleu
3,10,27,0,Motocicleta,M,42,Ferit lleu
2,10,27,0,Motocicleta,M,35,Ferit lleu
5,10,27,0,Motocicleta,M,26,Ferit lleu
9,10,28,0,Motocicleta,M,36,Ferit lleu
10,10,28,0,Motocicleta,M,24,Ferit lleu
4,11,10,0,Motocicleta,M,52,Ferit lleu
4,11,10,0,Motocicleta,M,23,Ferit lleu
4,10,28,0,Motocicleta,M,27,Ferit lleu
4,10,28,0,Motocicleta,M,43,Ferit lleu
9,10,28,0,Motocicleta,M,31,Ferit lleu
2,10,28,0,Motocicleta,F,33,Ferit lleu
8,10,28,0,Motocicleta,M,36,Ferit lleu
10,10,29,0,Motocicleta,M,31,Ferit lleu
10,10,29,0,Motocicleta,M,43,Ferit lleu
2,10,29,0,Motocicleta,M,32,Ferit lleu
4,10,29,0,Motocicleta,M,21,Ferit lleu
5,10,29,0,Motocicleta,M,17,Ferit lleu
5,10,30,0,Motocicleta,M,23,Ferit lleu
2,10,30,0,Motocicleta,F,32,Ferit lleu
6,10,31,0,Motocicleta,M,30,Ferit lleu
10,10,31,0,Motocicleta,M,49,Ferit lleu
7,10,31,0,Motocicleta,M,38,Ferit lleu
2,11,1,0,Motocicleta,F,43,Ferit lleu
2,11,1,0,Motocicleta,M,35,Ferit lleu
2,11,2,0,Motocicleta,M,46,Ferit lleu
6,11,2,0,Motocicleta,M,45,Ferit lleu
2,11,2,0,Motocicleta,M,47,Ferit lleu
10,11,2,0,Motocicleta,F,41,Ferit lleu
1,11,2,0,Motocicleta,M,34,Ferit lleu
5,11,2,0,Motocicleta,F,31,Ferit lleu
5,11,2,0,Motocicleta,M,46,Ferit lleu
3,11,2,0,Motocicleta,M,21,Ferit lleu
3,11,3,0,Motocicleta,M,55,Ferit lleu
8,11,3,0,Motocicleta,F,39,Ferit lleu
2,11,3,0,Motocicleta,F,32,Ferit lleu
4,11,3,0,Motocicleta,M,47,Ferit lleu
2,11,3,0,Motocicleta,M,54,Ferit lleu
9,11,3,0,Motocicleta,M,46,Ferit lleu
4,11,3,0,Motocicleta,M,57,Ferit lleu
2,11,3,0,Motocicleta,M,27,Ferit lleu
2,11,4,0,Motocicleta,M,40,Ferit lleu
2,11,4,0,Motocicleta,M,40,Ferit lleu
5,11,4,0,Motocicleta,M,35,Ferit lleu
4,11,4,0,Motocicleta,M,32,Ferit lleu
5,11,4,0,Motocicleta,F,33,Ferit lleu
4,11,4,0,Motocicleta,M,35,Ferit lleu
2,11,4,0,Motocicleta,M,26,Ferit lleu
3,11,5,0,Motocicleta,M,52,Ferit lleu
3,11,5,0,Motocicleta,M,48,Ferit lleu
6,11,5,0,Motocicleta,F,45,Ferit lleu
2,11,5,0,Motocicleta,M,54,Ferit lleu
9,11,5,0,Motocicleta,M,56,Ferit lleu
9,11,5,0,Motocicleta,F,32,Ferit lleu
10,11,5,0,Motocicleta,M,36,Ferit lleu
4,11,5,0,Motocicleta,M,24,Ferit lleu
2,11,5,0,Motocicleta,M,30,Ferit lleu
1,11,5,0,Motocicleta,M,32,Ferit lleu
9,11,6,0,Motocicleta,M,65,Ferit lleu
5,11,6,0,Motocicleta,M,17,Ferit lleu
2,11,6,0,Motocicleta,F,32,Ferit lleu
4,11,6,0,Motocicleta,F,28,Ferit lleu
6,11,6,0,Motocicleta,M,39,Ferit lleu
3,11,7,0,Motocicleta,M,35,Ferit lleu
2,11,7,0,Motocicleta,M,29,Ferit lleu
2,11,8,0,Motocicleta,M,57,Ferit lleu
2,11,8,0,Motocicleta,M,27,Ferit lleu
7,11,8,0,Motocicleta,M,28,Ferit lleu
2,11,8,0,Motocicleta,M,28,Ferit lleu
5,11,8,0,Motocicleta,M,21,Ferit lleu
5,11,8,0,Motocicleta,M,35,Ferit lleu
2,11,9,0,Motocicleta,M,60,Ferit lleu
2,11,9,0,Motocicleta,F,21,Ferit lleu
2,11,9,0,Motocicleta,M,26,Ferit lleu
7,11,9,0,Motocicleta,M,34,Ferit lleu
2,11,9,0,Motocicleta,M,50,Ferit lleu
2,11,9,0,Motocicleta,M,38,Ferit lleu
8,11,9,0,Motocicleta,M,28,Ferit lleu
5,11,9,0,Motocicleta,F,20,Ferit lleu
5,11,9,0,Motocicleta,M,46,Ferit lleu
1,11,9,0,Motocicleta,M,32,Ferit lleu
2,11,10,0,Motocicleta,M,46,Ferit lleu
3,11,10,0,Motocicleta,M,27,Ferit lleu
7,11,10,0,Motocicleta,M,18,Ferit lleu
3,11,10,0,Motocicleta,F,52,Ferit lleu
2,11,10,0,Motocicleta,F,37,Ferit lleu
6,11,10,0,Motocicleta,M,37,Ferit lleu
7,11,10,0,Motocicleta,M,32,Ferit lleu
4,11,11,0,Motocicleta,M,20,Ferit lleu
8,11,11,0,Motocicleta,M,67,Ferit lleu
4,11,11,0,Motocicleta,M,21,Ferit lleu
2,11,11,0,Motocicleta,M,26,Ferit lleu
5,11,11,0,Motocicleta,F,41,Ferit lleu
2,11,11,0,Motocicleta,F,39,Ferit lleu
4,11,11,0,Motocicleta,M,34,Ferit lleu
10,11,11,0,Motocicleta,F,29,Ferit lleu
5,11,12,0,Motocicleta,F,Desconegut,Ferit lleu
6,11,12,0,Motocicleta,M,62,Ferit lleu
8,11,12,0,Motocicleta,M,19,Ferit lleu
4,11,12,0,Motocicleta,M,39,Ferit lleu
4,11,12,0,Motocicleta,M,28,Ferit lleu
10,11,12,0,Motocicleta,M,57,Ferit lleu
2,11,12,0,Motocicleta,M,38,Ferit lleu
5,11,13,0,Motocicleta,F,32,Ferit lleu
6,11,13,0,Motocicleta,M,52,Ferit lleu
5,11,13,0,Motocicleta,M,24,Ferit lleu
6,11,14,0,Motocicleta,M,20,Ferit lleu
5,11,14,0,Motocicleta,M,23,Ferit lleu
5,11,15,0,Motocicleta,F,28,Ferit lleu
2,11,15,0,Motocicleta,M,51,Ferit lleu
10,11,15,0,Motocicleta,M,23,Ferit lleu
2,11,15,0,Motocicleta,M,23,Ferit lleu
10,11,15,0,Motocicleta,M,37,Ferit lleu
9,11,15,0,Motocicleta,M,38,Ferit lleu
2,11,15,0,Motocicleta,M,40,Ferit lleu
3,11,16,0,Motocicleta,M,22,Ferit lleu
5,11,16,0,Motocicleta,M,38,Ferit lleu
2,11,16,0,Motocicleta,M,46,Ferit lleu
10,11,16,0,Motocicleta,M,33,Ferit lleu
8,11,16,0,Motocicleta,M,28,Ferit lleu
2,11,16,0,Motocicleta,M,32,Ferit lleu
2,11,16,0,Motocicleta,M,44,Ferit lleu
8,11,16,0,Motocicleta,M,52,Ferit lleu
4,11,16,0,Motocicleta,M,18,Ferit lleu
5,11,17,0,Motocicleta,M,36,Ferit lleu
6,11,17,0,Motocicleta,M,60,Ferit lleu
9,11,17,0,Motocicleta,M,29,Ferit lleu
7,11,18,0,Motocicleta,F,18,Ferit lleu
10,11,18,0,Motocicleta,F,35,Ferit lleu
2,11,18,0,Motocicleta,M,24,Ferit lleu
6,11,18,0,Motocicleta,F,27,Ferit lleu
1,11,18,0,Motocicleta,M,26,Ferit lleu
6,11,18,0,Motocicleta,M,48,Ferit lleu
5,11,18,0,Motocicleta,M,44,Ferit lleu
1,11,19,0,Motocicleta,F,26,Ferit lleu
1,11,19,0,Motocicleta,M,36,Ferit lleu
6,11,19,0,Motocicleta,M,40,Ferit lleu
5,11,19,0,Motocicleta,M,32,Ferit lleu
4,11,19,0,Motocicleta,M,34,Ferit lleu
8,11,19,0,Motocicleta,F,34,Ferit lleu
4,11,19,0,Motocicleta,F,29,Ferit lleu
8,11,19,0,Motocicleta,M,33,Ferit lleu
2,11,19,0,Motocicleta,F,37,Ferit lleu
5,11,19,0,Motocicleta,M,25,Ferit lleu
2,11,20,0,Motocicleta,M,33,Ferit lleu
5,11,20,0,Motocicleta,F,30,Ferit lleu
2,11,20,0,Motocicleta,M,45,Ferit lleu
5,11,21,0,Motocicleta,F,57,Ferit lleu
2,11,21,0,Motocicleta,M,35,Ferit lleu
3,11,21,0,Motocicleta,M,35,Ferit lleu
10,11,22,0,Motocicleta,M,47,Ferit lleu
3,11,22,0,Motocicleta,M,30,Ferit lleu
6,11,22,0,Motocicleta,M,41,Ferit lleu
5,11,22,0,Motocicleta,M,44,Ferit lleu
2,11,22,0,Motocicleta,F,23,Ferit lleu
2,11,22,0,Motocicleta,M,32,Ferit lleu
2,11,22,0,Motocicleta,F,43,Ferit lleu
1,11,22,0,Motocicleta,M,32,Ferit lleu
2,10,28,0,Motocicleta,M,52,Ferit lleu
2,11,23,0,Motocicleta,M,18,Ferit lleu
10,11,23,0,Motocicleta,M,35,Ferit lleu
6,11,23,0,Motocicleta,M,32,Ferit lleu
1,11,23,0,Motocicleta,M,32,Ferit lleu
10,11,23,0,Motocicleta,M,35,Ferit lleu
5,11,24,0,Motocicleta,F,42,Ferit lleu
5,11,24,0,Motocicleta,F,25,Ferit lleu
8,11,24,0,Motocicleta,M,37,Ferit lleu
4,11,24,0,Motocicleta,M,50,Ferit lleu
3,11,24,0,Motocicleta,M,23,Ferit lleu
4,11,24,0,Motocicleta,M,23,Ferit lleu
6,11,24,0,Motocicleta,M,24,Ferit lleu
8,11,24,0,Motocicleta,M,37,Ferit lleu
3,11,24,0,Motocicleta,M,57,Ferit lleu
8,11,25,0,Motocicleta,M,34,Ferit lleu
2,11,25,0,Motocicleta,M,51,Ferit lleu
2,11,25,0,Motocicleta,M,46,Ferit lleu
10,11,25,0,Motocicleta,M,36,Ferit lleu
2,11,25,0,Motocicleta,M,38,Ferit lleu
6,11,25,0,Motocicleta,F,27,Ferit lleu
3,11,26,0,Motocicleta,M,32,Ferit lleu
6,11,26,0,Motocicleta,M,29,Ferit lleu
5,11,26,0,Motocicleta,F,40,Ferit lleu
4,11,26,0,Motocicleta,M,19,Ferit lleu
3,12,2,0,Motocicleta,M,27,Ferit lleu
2,11,27,0,Motocicleta,F,52,Ferit lleu
2,11,27,0,Motocicleta,M,40,Ferit lleu
5,11,27,0,Motocicleta,M,53,Ferit lleu
5,11,27,0,Motocicleta,M,17,Ferit lleu
2,11,28,0,Motocicleta,M,25,Ferit lleu
5,11,28,0,Motocicleta,F,39,Ferit lleu
5,11,28,0,Motocicleta,M,27,Ferit lleu
5,11,29,0,Motocicleta,M,53,Ferit lleu
3,11,29,0,Motocicleta,M,28,Ferit lleu
3,11,29,0,Motocicleta,F,50,Ferit lleu
2,11,29,0,Motocicleta,M,22,Ferit lleu
5,11,29,0,Motocicleta,M,43,Ferit lleu
3,11,30,0,Motocicleta,M,33,Ferit lleu
8,11,30,0,Motocicleta,F,24,Ferit lleu
5,11,30,0,Motocicleta,M,18,Ferit lleu
5,11,30,0,Motocicleta,M,Desconegut,Ferit lleu
5,11,30,0,Motocicleta,F,20,Ferit lleu
2,11,30,0,Motocicleta,M,41,Ferit lleu
4,11,30,0,Motocicleta,F,27,Ferit lleu
2,11,30,0,Motocicleta,M,40,Ferit lleu
4,11,30,0,Motocicleta,M,21,Ferit lleu
5,12,1,0,Motocicleta,M,25,Ferit lleu
2,12,2,0,Motocicleta,M,54,Ferit lleu
2,12,2,0,Motocicleta,F,42,Ferit lleu
3,12,2,0,Motocicleta,M,51,Ferit lleu
10,12,2,0,Motocicleta,M,29,Ferit lleu
10,12,2,0,Motocicleta,M,33,Ferit lleu
2,12,2,0,Motocicleta,M,39,Ferit lleu
4,12,2,0,Motocicleta,F,34,Ferit lleu
3,12,2,0,Motocicleta,M,41,Ferit lleu
6,12,3,0,Motocicleta,M,49,Ferit lleu
9,12,3,0,Motocicleta,M,49,Ferit lleu
2,12,3,0,Motocicleta,M,58,Ferit lleu
4,12,3,0,Motocicleta,F,27,Ferit lleu
2,12,3,0,Motocicleta,M,25,Ferit lleu
9,12,3,0,Motocicleta,M,27,Ferit lleu
10,12,3,0,Motocicleta,M,43,Ferit lleu
2,12,3,0,Motocicleta,M,40,Ferit lleu
3,12,3,0,Motocicleta,M,28,Ferit lleu
6,12,3,0,Motocicleta,M,27,Ferit lleu
9,12,2,0,Motocicleta,M,35,Ferit lleu
1,12,4,0,Motocicleta,M,29,Ferit lleu
8,12,5,0,Motocicleta,M,44,Ferit lleu
6,12,6,0,Motocicleta,M,36,Ferit lleu
7,12,6,0,Motocicleta,M,48,Ferit lleu
2,12,7,0,Motocicleta,M,42,Ferit lleu
4,12,7,0,Motocicleta,F,22,Ferit lleu
4,12,7,0,Motocicleta,M,31,Ferit lleu
10,12,7,0,Motocicleta,M,25,Ferit lleu
2,12,7,0,Motocicleta,F,42,Ferit lleu
4,12,7,0,Motocicleta,M,50,Ferit lleu
9,12,8,0,Motocicleta,M,52,Ferit lleu
2,12,8,0,Motocicleta,M,48,Ferit lleu
8,12,8,0,Motocicleta,M,33,Ferit lleu
10,12,8,0,Motocicleta,F,36,Ferit lleu
7,12,8,0,Motocicleta,M,35,Ferit lleu
4,12,9,0,Motocicleta,F,45,Ferit lleu
9,12,9,0,Motocicleta,F,30,Ferit lleu
9,12,9,0,Motocicleta,M,37,Ferit lleu
3,12,9,0,Motocicleta,M,40,Ferit lleu
2,12,9,0,Motocicleta,M,28,Ferit lleu
8,12,9,0,Motocicleta,M,40,Ferit lleu
3,12,9,0,Motocicleta,F,47,Ferit lleu
9,12,9,0,Motocicleta,M,32,Ferit lleu
4,12,9,0,Motocicleta,M,20,Ferit lleu
9,12,9,0,Motocicleta,M,41,Ferit lleu
6,12,9,0,Motocicleta,M,63,Ferit lleu
4,12,10,0,Motocicleta,M,29,Ferit lleu
2,12,10,0,Motocicleta,M,60,Ferit lleu
2,12,10,0,Motocicleta,M,47,Ferit lleu
2,12,10,0,Motocicleta,M,67,Ferit lleu
6,12,10,0,Motocicleta,M,30,Ferit lleu
4,12,10,0,Motocicleta,F,31,Ferit lleu
10,12,10,0,Motocicleta,M,36,Ferit lleu
5,12,10,0,Motocicleta,M,39,Ferit lleu
1,12,10,0,Motocicleta,M,40,Ferit lleu
3,12,10,0,Motocicleta,M,18,Ferit lleu
5,12,11,0,Motocicleta,M,24,Ferit lleu
2,12,11,0,Motocicleta,M,29,Ferit lleu
5,12,11,0,Motocicleta,M,63,Ferit lleu
